config,grid,seed,initial_greed,regen_rate,collapse_threshold,recolonise_rate,world_scale,initial_agents,source_slots,verdict,extinct_tick,final_pop,min_pop,max_pop,final_sources,min_sources,greed_start,greed_end,greed_delta,total_harvest,total_collapsed,state_hash
169,economy,43,0.15,3,0.2,0,1,1000,2000,resource-collapse,0,1,1,1457,157,157,0.150000,0.150000,-0.000000,66168.245049,1843,3c5301dec0aebd16
170,economy,44,0.15,3,0.2,0,1,1000,2000,extinct,8839,0,0,1381,132,132,0.150000,0.000000,-0.150000,63582.667045,1868,3a00ab456d219370
171,economy,42,0.15,3,0.2,2,1,1000,2000,remnant,0,2,1,1450,682,153,0.150000,0.156127,0.006127,71480.344944,1984,b942c3afae24b980
172,economy,43,0.15,3,0.2,2,1,1000,2000,remnant,0,2,1,1465,675,174,0.150000,0.135432,-0.014568,70108.419968,1991,a60fe8815090c608
173,economy,44,0.15,3,0.2,2,1,1000,2000,extinct,7447,0,0,1375,704,187,0.150000,0.000000,-0.150000,65367.966302,1962,0536ef9ed13a2327
174,economy,42,0.15,3,0.2,10,1,1000,2000,sustained,0,92,38,1483,2000,337,0.150000,0.154015,0.004015,100243.427435,2652,47d3103db5649d42
175,economy,43,0.15,3,0.2,10,1,1000,2000,remnant,0,20,16,1529,2000,275,0.150000,0.154400,0.004400,87900.174320,2500,942c331fd62e06e3
176,economy,44,0.15,3,0.2,10,1,1000,2000,remnant,0,38,24,1431,2000,354,0.150000,0.153632,0.003632,87793.688012,2483,c68cc254199c370d
177,economy,42,0.15,3,0.2,50,1,1000,2000,sustained,0,943,652,1945,944,618,0.150000,0.149712,-0.000288,429056.068355,17722,6bcdfaaf557861c0
178,economy,43,0.15,3,0.2,50,1,1000,2000,sustained,0,841,669,1941,735,690,0.150000,0.150564,0.000564,427660.225204,17931,3a5b605559178173
179,economy,44,0.15,3,0.2,50,1,1000,2000,sustained,0,995,678,1892,806,602,0.150000,0.150367,0.000367,427727.019645,17860,126f01e474029ccd
180,economy,42,0.15,6,0.05,0,1,1000,2000,sustained,0,2201,995,2754,2000,2000,0.150000,0.153457,0.003457,1042480.345242,0,4ea2ab0d2a8584f3
181,economy,43,0.15,6,0.05,0,1,1000,2000,sustained,0,2331,996,2815,1999,1999,0.150000,0.151782,0.001782,1059717.142398,1,895f65aea8e490de
182,economy,44,0.15,6,0.05,0,1,1000,2000,sustained,0,2205,994,2738,2000,2000,0.150000,0.152193,0.002193,1021782.966358,0,b6bb43a885a340f1
183,economy,42,0.15,6,0.05,2,1,1000,2000,sustained,0,2201,995,2754,2000,2000,0.150000,0.153457,0.003457,1042480.345242,0,fc8a47d8f2470a50
184,economy,43,0.15,6,0.05,2,1,1000,2000,sustained,0,2331,996,2815,2000,2000,0.150000,0.151782,0.001782,1059717.142398,1,d359ce3171e6a873
185,economy,44,0.15,6,0.05,2,1,1000,2000,sustained,0,2205,994,2738,2000,2000,0.150000,0.152193,0.002193,1021782.966358,0,befb7bd48f4f29b6
186,economy,42,0.15,6,0.05,10,1,1000,2000,sustained,0,2201,995,2754,2000,2000,0.150000,0.153457,0.003457,1042480.345242,0,1fc0adc6d188bc2b
187,economy,43,0.15,6,0.05,10,1,1000,2000,sustained,0,2331,996,2815,2000,2000,0.150000,0.151782,0.001782,1059717.142398,1,1f215652ada0f3b7
188,economy,44,0.15,6,0.05,10,1,1000,2000,sustained,0,2205,994,2738,2000,2000,0.150000,0.152193,0.002193,1021782.966358,0,6523c870992634bd
189,economy,42,0.15,6,0.05,50,1,1000,2000,sustained,0,2201,995,2754,2000,2000,0.150000,0.153457,0.003457,1042480.345242,0,142836d5ef9c379e
190,economy,43,0.15,6,0.05,50,1,1000,2000,sustained,0,2331,996,2815,2000,2000,0.150000,0.151782,0.001782,1059717.142398,1,65b41b5f06101a6d
191,economy,44,0.15,6,0.05,50,1,1000,2000,sustained,0,2205,994,2738,2000,2000,0.150000,0.152193,0.002193,1021782.966358,0,d46e668d282c4010
192,economy,42,0.15,6,0.1,0,1,1000,2000,resource-collapse,0,25,19,2764,167,167,0.150000,0.152805,0.002805,459149.524416,1833,5afa2649916eec63
193,economy,43,0.15,6,0.1,0,1,1000,2000,resource-collapse,0,23,20,2834,103,103,0.150000,0.147283,-0.002717,506637.353623,1897,72d357100cbac963
194,economy,44,0.15,6,0.1,0,1,1000,2000,resource-collapse,0,7,6,2757,130,130,0.150000,0.154865,0.004865,475632.407355,1870,0bf67edb40444378
195,economy,42,0.15,6,0.1,2,1,1000,2000,sustained,0,64,48,2764,388,179,0.150000,0.151149,0.001149,578511.589882,2278,949fa664fa894e63
196,economy,43,0.15,6,0.1,2,1,1000,2000,remnant,0,41,34,2834,396,199,0.150000,0.148905,-0.001095,573442.959323,2270,88a5578f52b949ca
197,economy,44,0.15,6,0.1,2,1,1000,2000,remnant,0,34,32,2757,350,165,0.150000,0.148113,-0.001887,590257.028202,2316,f434a1d70db7f337
198,economy,42,0.15,6,0.1,10,1,1000,2000,sustained,0,156,132,2764,736,231,0.150000,0.150825,0.000825,747095.803903,4597,df8a4ddc2a2fe0e5
199,economy,43,0.15,6,0.1,10,1,1000,2000,sustained,0,133,97,2834,651,219,0.150000,0.155083,0.005083,766645.542059,4682,f6b1fd9a0553ef6c
200,economy,44,0.15,6,0.1,10,1,1000,2000,sustained,0,77,76,2757,514,200,0.150000,0.150452,0.000452,803842.136025,4819,0b25f9b393a37cc7
201,economy,42,0.15,6,0.1,50,1,1000,2000,sustained,0,7619,995,7621,2000,2000,0.150000,0.157299,0.007299,1250384.407471,16622,66dee6a34ac463bd
202,economy,43,0.15,6,0.1,50,1,1000,2000,sustained,0,7516,996,7516,2000,2000,0.150000,0.156450,0.006450,1245292.644170,15858,140fc1b5306e3778
203,economy,44,0.15,6,0.1,50,1,1000,2000,sustained,0,6079,994,6079,2000,2000,0.150000,0.153807,0.003807,1158321.373044,12267,f52c3834557e75e5
204,economy,42,0.15,6,0.2,0,1,1000,2000,extinct,7664,0,0,2435,88,88,0.150000,0.000000,-0.150000,117774.621759,1912,5e45cd63d2978eb8
205,economy,43,0.15,6,0.2,0,1,1000,2000,extinct,16621,0,0,2393,85,85,0.150000,0.000000,-0.150000,113428.652162,1915,e6e247393c8782ae
206,economy,44,0.15,6,0.2,0,1,1000,2000,resource-collapse,0,7,4,2348,102,102,0.150000,0.149581,-0.000419,114199.605170,1898,1d3501b807388b29
207,economy,42,0.15,6,0.2,2,1,1000,2000,extinct,9908,0,0,2444,645,131,0.150000,0.000000,-0.150000,118139.795041,2021,032389e4233b6f30
208,economy,43,0.15,6,0.2,2,1,1000,2000,remnant,0,4,2,2367,620,118,0.150000,0.167695,0.017695,114837.597352,2046,53c249e1ed3dd15b
209,economy,44,0.15,6,0.2,2,1,1000,2000,extinct,15450,0,0,2482,663,158,0.150000,0.000000,-0.150000,122040.441545,2003,52ae5e6436faffcc
210,economy,42,0.15,6,0.2,10,1,1000,2000,sustained,0,322,79,2508,1264,234,0.150000,0.164008,0.014008,199474.351754,4069,b6888a4f2ff04b18
211,economy,43,0.15,6,0.2,10,1,1000,2000,sustained,0,415,103,2486,1423,279,0.150000,0.156665,0.006665,194346.581534,3910,1a4fc6ab2b86a61c
212,economy,44,0.15,6,0.2,10,1,1000,2000,sustained,0,513,59,2569,1428,258,0.150000,0.154315,0.004315,201999.371301,3905,5afda77fd10034da
213,economy,42,0.15,6,0.2,50,1,1000,2000,sustained,0,1066,760,2958,584,411,0.150000,0.149735,-0.000265,537351.883196,18082,264e90272d38c7ed
214,economy,43,0.15,6,0.2,50,1,1000,2000,sustained,0,1128,731,2989,526,405,0.150000,0.150153,0.000153,534303.769582,18140,964516aac1a4e83b
215,economy,44,0.15,6,0.2,50,1,1000,2000,sustained,0,1138,795,3037,481,414,0.150000,0.151360,0.001360,539695.589982,18185,00d778e9ef45f875
216,economy,42,0.25,1.5,0.05,0,1,1000,2000,extinct,8230,0,0,1256,178,178,0.250000,0.000000,-0.250000,56428.105288,1822,088b628ddb086e9a
217,economy,43,0.25,1.5,0.05,0,1,1000,2000,resource-collapse,0,2,1,1283,147,147,0.250000,0.257279,0.007279,56636.515436,1853,49201f7979a35744
218,economy,44,0.25,1.5,0.05,0,1,1000,2000,extinct,7193,0,0,1227,161,161,0.250000,0.000000,-0.250000,55832.723646,1839,5b7391b1dcd8d7bd
219,economy,42,0.25,1.5,0.05,2,1,1000,2000,extinct,8865,0,0,1264,758,234,0.250000,0.000000,-0.250000,58207.339111,1908,90b7b2cfc30ddb32
220,economy,43,0.25,1.5,0.05,2,1,1000,2000,extinct,16363,0,0,1298,698,186,0.250000,0.000000,-0.250000,59265.211323,1968,816e64064010a668
221,economy,44,0.25,1.5,0.05,2,1,1000,2000,extinct,7755,0,0,1230,760,257,0.250000,0.000000,-0.250000,57715.461312,1906,ee600731c594b558
222,economy,42,0.25,1.5,0.05,10,1,1000,2000,extinct,11770,0,0,1280,2000,434,0.250000,0.000000,-0.250000,70098.933377,2317,735164ee6d049237
223,economy,43,0.25,1.5,0.05,10,1,1000,2000,remnant,0,1,1,1317,2000,340,0.250000,0.250000,0.000000,70303.223850,2374,5af5ef19ac9248eb
224,economy,44,0.25,1.5,0.05,10,1,1000,2000,extinct,9429,0,0,1251,2000,395,0.250000,0.000000,-0.250000,68145.215629,2347,0e8b23ac94199302
225,economy,42,0.25,1.5,0.05,50,1,1000,2000,sustained,0,1031,640,1612,1012,629,0.250000,0.248837,-0.001163,418322.171543,17654,6c9d2dd3e5b4ce46
226,economy,43,0.25,1.5,0.05,50,1,1000,2000,sustained,0,840,767,1726,813,756,0.250000,0.249423,-0.000577,415658.323067,17853,a35a17d57af4d9cf
227,economy,44,0.25,1.5,0.05,50,1,1000,2000,sustained,0,872,715,1615,857,728,0.250000,0.250185,0.000185,416905.919572,17809,a3b92ea0ab77760f
228,economy,42,0.25,1.5,0.1,0,1,1000,2000,extinct,7933,0,0,1376,145,145,0.250000,0.000000,-0.250000,49201.688235,1855,4024899c71cc4e3b
229,economy,43,0.25,1.5,0.1,0,1,1000,2000,extinct,6152,0,0,1402,129,129,0.250000,0.000000,-0.250000,49273.234176,1871,00d1b05f686182ea
230,economy,44,0.25,1.5,0.1,0,1,1000,2000,extinct,8096,0,0,1348,164,164,0.250000,0.000000,-0.250000,48254.084098,1836,b4d23e476c331812
231,economy,42,0.25,1.5,0.1,2,1,1000,2000,extinct,12383,0,0,1369,746,215,0.250000,0.000000,-0.250000,50602.122824,1920,393e3c77d7c452a0
232,economy,43,0.25,1.5,0.1,2,1,1000,2000,extinct,6607,0,0,1404,735,198,0.250000,0.000000,-0.250000,50476.238010,1931,2764f5b037d6bf45
233,economy,44,0.25,1.5,0.1,2,1,1000,2000,extinct,6443,0,0,1345,719,205,0.250000,0.000000,-0.250000,50838.960147,1947,204b11d23a34df0b
234,economy,42,0.25,1.5,0.1,10,1,1000,2000,extinct,19511,0,0,1390,2000,308,0.250000,0.000000,-0.250000,60844.865320,2381,8b5762ed8afada73
235,economy,43,0.25,1.5,0.1,10,1,1000,2000,extinct,14099,0,0,1433,2000,266,0.250000,0.000000,-0.250000,60213.335134,2375,b61b0d7f5eb7e852
236,economy,44,0.25,1.5,0.1,10,1,1000,2000,remnant,0,1,1,1369,2000,358,0.250000,0.250000,0.000000,59040.700444,2303,0adef4e93087cf6f
237,economy,42,0.25,1.5,0.1,50,1,1000,2000,sustained,0,764,563,1565,590,566,0.250000,0.250273,0.000273,379757.058739,18076,490f03c04ad5f334
238,economy,43,0.25,1.5,0.1,50,1,1000,2000,sustained,0,850,517,1596,687,624,0.250000,0.251978,0.001978,375393.174075,17979,07384c35e787290d
239,economy,44,0.25,1.5,0.1,50,1,1000,2000,sustained,0,847,667,1512,621,605,0.250000,0.249344,-0.000656,374913.562914,18045,10b9dfd11abdc145
240,economy,42,0.25,1.5,0.2,0,1,1000,2000,extinct,12267,0,0,1390,121,121,0.250000,0.000000,-0.250000,42661.026399,1879,67c68ca3eef64400
241,economy,43,0.25,1.5,0.2,0,1,1000,2000,extinct,5673,0,0,1358,123,123,0.250000,0.000000,-0.250000,42411.770609,1877,a5e2ccd4ced09685
242,economy,44,0.25,1.5,0.2,0,1,1000,2000,extinct,8188,0,0,1332,138,138,0.250000,0.000000,-0.250000,42101.501109,1862,30a6824d3527087c
243,economy,42,0.25,1.5,0.2,2,1,1000,2000,extinct,11425,0,0,1391,699,186,0.250000,0.000000,-0.250000,44295.364171,1967,009e59be8ba09f32
244,economy,43,0.25,1.5,0.2,2,1,1000,2000,extinct,8034,0,0,1359,706,149,0.250000,0.000000,-0.250000,43866.961057,1960,243323c5ce422d09
245,economy,44,0.25,1.5,0.2,2,1,1000,2000,extinct,8073,0,0,1335,703,182,0.250000,0.000000,-0.250000,43965.521446,1963,121b872d82eff00a
246,economy,42,0.25,1.5,0.2,10,1,1000,2000,extinct,17689,0,0,1380,2000,290,0.250000,0.000000,-0.250000,50082.062460,2298,2a97e76223df0a73
247,economy,43,0.25,1.5,0.2,10,1,1000,2000,extinct,15934,0,0,1371,2000,306,0.250000,0.000000,-0.250000,51402.343269,2364,454a2c36c3aa8d25
248,economy,44,0.25,1.5,0.2,10,1,1000,2000,remnant,0,22,2,1343,2000,309,0.250000,0.257403,0.007403,53470.485723,2437,6b3664de19fda644
249,economy,42,0.25,1.5,0.2,50,1,1000,2000,sustained,0,717,514,1449,731,668,0.250000,0.250062,0.000062,326627.393562,17935,2f4709dc47d45adb
250,economy,43,0.25,1.5,0.2,50,1,1000,2000,sustained,0,599,484,1462,872,638,0.250000,0.252433,0.002433,322534.172058,17794,8976d8d50672b026
251,economy,44,0.25,1.5,0.2,50,1,1000,2000,sustained,0,697,473,1401,697,672,0.250000,0.252000,0.002000,326791.586955,17969,66ccd645b925e233
252,economy,42,0.25,3,0.05,0,1,1000,2000,remnant,0,14,10,1500,305,305,0.250000,0.246612,-0.003388,123179.526847,1695,75be343ed07831a2
253,economy,43,0.25,3,0.05,0,1,1000,2000,resource-collapse,0,3,2,1569,134,134,0.250000,0.272070,0.022070,97157.154891,1866,35977166288ed731
254,economy,44,0.25,3,0.05,0,1,1000,2000,remnant,0,7,4,1557,224,224,0.250000,0.263453,0.013453,106404.818571,1776,3164764844c054c1
255,economy,42,0.25,3,0.05,2,1,1000,2000,remnant,0,14,10,1479,720,313,0.250000,0.254439,0.004439,131897.799547,1946,14d777cdb2781d9d
256,economy,43,0.25,3,0.05,2,1,1000,2000,remnant,0,5,4,1575,708,236,0.250000,0.248084,-0.001916,100363.789523,1958,fa3af2ae5b5cbe4b
257,economy,44,0.25,3,0.05,2,1,1000,2000,remnant,0,8,7,1619,667,231,0.250000,0.237887,-0.012113,113642.674079,1999,a826d732940dd610
258,economy,42,0.25,3,0.05,10,1,1000,2000,sustained,0,71,69,1553,2000,445,0.250000,0.249904,-0.000096,175522.245322,2881,350b9584286d1b30
259,economy,43,0.25,3,0.05,10,1,1000,2000,remnant,0,46,42,1703,2000,356,0.250000,0.252077,0.002077,138409.475144,2687,27cb5b7f7777d6a0
260,economy,44,0.25,3,0.05,10,1,1000,2000,sustained,0,85,67,1667,2000,472,0.250000,0.251827,0.001827,159572.419234,2693,c2c42282c427d7af
261,economy,42,0.25,3,0.05,50,1,1000,2000,sustained,0,940,661,2598,823,359,0.250000,0.249901,-0.000099,533405.079655,17843,ad28b287022206b3
262,economy,43,0.25,3,0.05,50,1,1000,2000,sustained,0,1171,738,2324,603,429,0.250000,0.248128,-0.001872,511998.283388,18063,1e790f48dd3d5e3a
263,economy,44,0.25,3,0.05,50,1,1000,2000,sustained,0,1213,679,2294,609,425,0.250000,0.251774,0.001774,529937.879683,18057,79f0b70c332161fc
264,economy,42,0.25,3,0.1,0,1,1000,2000,resource-collapse,0,2,1,1533,123,123,0.250000,0.280886,0.030886,60247.798063,1877,7483555eabebbe0a
265,economy,43,0.25,3,0.1,0,1,1000,2000,extinct,6639,0,0,1562,71,71,0.250000,0.000000,-0.250000,60378.391021,1929,b9b525c173abc0ad
266,economy,44,0.25,3,0.1,0,1,1000,2000,extinct,6674,0,0,1489,123,123,0.250000,0.000000,-0.250000,57547.517719,1877,19d393487e09325d
267,economy,42,0.25,3,0.1,2,1,1000,2000,remnant,0,1,1,1545,711,185,0.250000,0.250000,0.000000,61722.097452,1955,0c2eff0de149130d
268,economy,43,0.25,3,0.1,2,1,1000,2000,extinct,16010,0,0,1577,698,170,0.250000,0.000000,-0.250000,62091.560254,1968,58aaabbb0e9586ef
269,economy,44,0.25,3,0.1,2,1,1000,2000,remnant,0,3,1,1502,688,153,0.250000,0.236072,-0.013928,60765.135487,1978,9e64c48d0f9adf9d
270,economy,42,0.25,3,0.1,10,1,1000,2000,remnant,0,28,19,1576,2000,300,0.250000,0.243450,-0.006550,80172.655615,2355,d2b09d999cb17991
271,economy,43,0.25,3,0.1,10,1,1000,2000,sustained,0,96,34,1604,2000,293,0.250000,0.256734,0.006734,91155.438353,2848,548f576c0d614cd0
272,economy,44,0.25,3,0.1,10,1,1000,2000,sustained,0,81,39,1542,2000,329,0.250000,0.246965,-0.003035,89825.651741,2648,babd55c4ab9f487b
273,economy,42,0.25,3,0.1,50,1,1000,2000,sustained,0,865,692,1892,611,561,0.250000,0.250857,0.000857,425393.266023,18055,6bcaa7487ffb52dc
274,economy,43,0.25,3,0.1,50,1,1000,2000,sustained,0,817,731,1905,602,477,0.250000,0.249448,-0.000552,424978.608082,18064,906d2886c379a4ad
275,economy,44,0.25,3,0.1,50,1,1000,2000,sustained,0,840,716,1835,657,453,0.250000,0.250162,0.000162,422474.700944,18009,c693fd708681f116
276,economy,42,0.25,3,0.2,0,1,1000,2000,extinct,7233,0,0,1508,123,123,0.250000,0.000000,-0.250000,46897.598893,1877,208db7381a91c0b0
277,economy,43,0.25,3,0.2,0,1,1000,2000,extinct,7393,0,0,1491,115,115,0.250000,0.000000,-0.250000,47294.164163,1885,610b67e0d7506a05
278,economy,44,0.25,3,0.2,0,1,1000,2000,extinct,7806,0,0,1446,110,110,0.250000,0.000000,-0.250000,47152.476233,1890,80c8c19a27201416
279,economy,42,0.25,3,0.2,2,1,1000,2000,extinct,7174,0,0,1504,728,180,0.250000,0.000000,-0.250000,48165.426137,1938,c29f495339a5ba70
280,economy,43,0.25,3,0.2,2,1,1000,2000,extinct,7325,0,0,1500,714,178,0.250000,0.000000,-0.250000,48438.274537,1952,d1caf47c6dd54d8d
281,economy,44,0.25,3,0.2,2,1,1000,2000,extinct,8125,0,0,1457,733,178,0.250000,0.000000,-0.250000,47853.764359,1933,0bf41fb510571069
282,economy,42,0.25,3,0.2,10,1,1000,2000,sustained,0,96,8,1524,2000,285,0.250000,0.260459,0.010459,66572.207514,2663,75c073f963a01746
283,economy,43,0.25,3,0.2,10,1,1000,2000,remnant,0,19,13,1535,2000,295,0.250000,0.253315,0.003315,61229.671965,2496,23c1e2f7bdeeb7d0
284,economy,44,0.25,3,0.2,10,1,1000,2000,remnant,0,37,14,1474,2000,279,0.250000,0.260098,0.010098,62316.660183,2540,13d9a58428cacf25
285,economy,42,0.25,3,0.2,50,1,1000,2000,sustained,0,736,540,1621,602,577,0.250000,0.249389,-0.000611,366035.461455,18064,fb93ae58fc6ab2a7
286,economy,43,0.25,3,0.2,50,1,1000,2000,sustained,0,750,563,1665,552,543,0.250000,0.248910,-0.001090,365694.248133,18114,3afc7bc8ef45cc51
287,economy,44,0.25,3,0.2,50,1,1000,2000,sustained,0,803,458,1616,650,599,0.250000,0.254048,0.004048,366573.290333,18016,cbf587f29fe65206
288,economy,42,0.25,6,0.05,0,1,1000,2000,resource-collapse,0,13,10,2940,162,162,0.250000,0.245681,-0.004319,228998.689980,1838,4f91c6087c4d3cf2
289,economy,43,0.25,6,0.05,0,1,1000,2000,resource-collapse,0,31,28,3017,126,126,0.250000,0.243220,-0.006780,229361.691881,1874,ad829d4a680e3680
290,economy,44,0.25,6,0.05,0,1,1000,2000,resource-collapse,0,7,2,3011,98,98,0.250000,0.255466,0.005466,207199.427959,1902,e4b3257f823ed7e6
291,economy,42,0.25,6,0.05,2,1,1000,2000,remnant,0,16,13,2935,614,161,0.250000,0.245228,-0.004772,239841.242337,2052,79beaa93bf746eaf
292,economy,43,0.25,6,0.05,2,1,1000,2000,remnant,0,36,31,3012,617,162,0.250000,0.253241,0.003241,233848.695911,2049,b3c3af315cb8097b
293,economy,44,0.25,6,0.05,2,1,1000,2000,remnant,0,40,30,3031,606,142,0.250000,0.256403,0.006403,221466.716036,2060,e30bf0ccf656e011
294,economy,42,0.25,6,0.05,10,1,1000,2000,sustained,0,139,87,2934,2000,265,0.250000,0.249800,-0.000200,298963.436794,2848,8eabade72a326cf0
295,economy,43,0.25,6,0.05,10,1,1000,2000,sustained,0,257,111,3017,2000,258,0.250000,0.254213,0.004213,291420.419474,2893,20f1c76e7fc12092
296,economy,44,0.25,6,0.05,10,1,1000,2000,sustained,0,91,74,3046,2000,265,0.250000,0.247284,-0.002716,256878.654649,2739,96ebda7e03be2269
297,economy,42,0.25,6,0.05,50,1,1000,2000,sustained,0,1695,801,3582,1864,190,0.250000,0.250966,0.000966,834197.152083,16802,d03deb57a1484065
298,economy,43,0.25,6,0.05,50,1,1000,2000,sustained,0,2406,787,3337,1846,223,0.250000,0.253231,0.003231,814488.947496,16820,4be3b7a3c1872fa1
299,economy,44,0.25,6,0.05,50,1,1000,2000,sustained,0,1934,811,3283,2000,221,0.250000,0.251939,0.001939,785264.937803,16081,1942877558c86fd8
300,economy,42,0.25,6,0.1,0,1,1000,2000,extinct,8691,0,0,2225,75,75,0.250000,0.000000,-0.250000,94156.093878,1925,308abfed289ce3f8
301,economy,43,0.25,6,0.1,0,1,1000,2000,extinct,6392,0,0,2247,66,66,0.250000,0.000000,-0.250000,94418.180833,1934,37f58ba98e7c74c0
302,economy,44,0.25,6,0.1,0,1,1000,2000,extinct,14318,0,0,2189,77,77,0.250000,0.000000,-0.250000,93511.102822,1923,9c24ccc25771080c
303,economy,42,0.25,6,0.1,2,1,1000,2000,extinct,19222,0,0,2270,661,147,0.250000,0.000000,-0.250000,100276.655588,2005,e0f1c5fc188a9eec
304,economy,43,0.25,6,0.1,2,1,1000,2000,remnant,0,4,2,2252,670,142,0.250000,0.242551,-0.007449,98822.916386,1996,40a8cd1c51948508
305,economy,44,0.25,6,0.1,2,1,1000,2000,extinct,7708,0,0,2210,642,113,0.250000,0.000000,-0.250000,94241.586201,2024,e2e83c75ef30d882
306,economy,42,0.25,6,0.1,10,1,1000,2000,sustained,0,313,67,2315,1916,222,0.250000,0.255998,0.005998,154798.741471,3417,d4fe619d73cf6e05
307,economy,43,0.25,6,0.1,10,1,1000,2000,sustained,0,460,64,2338,1403,234,0.250000,0.263176,0.013176,171093.432264,3930,939ffef9442b19f3
308,economy,44,0.25,6,0.1,10,1,1000,2000,sustained,0,413,57,2285,1189,191,0.250000,0.263751,0.013751,169506.579419,4144,6ce1502e4c601d4b
309,economy,42,0.25,6,0.1,50,1,1000,2000,sustained,0,1038,846,2779,429,411,0.250000,0.250925,0.000925,509406.209166,18237,02cd6d404fcf361d
310,economy,43,0.25,6,0.1,50,1,1000,2000,sustained,0,1012,811,2759,440,393,0.250000,0.248883,-0.001117,509427.299302,18226,8c8db4173b0464ff
311,economy,44,0.25,6,0.1,50,1,1000,2000,sustained,0,1081,805,2751,447,399,0.250000,0.250343,0.000343,507056.179596,18219,7c566db7ca82808c
312,economy,42,0.25,6,0.2,0,1,1000,2000,extinct,7320,0,0,1750,92,92,0.250000,0.000000,-0.250000,58486.372490,1908,7091008c2b9c3708
313,economy,43,0.25,6,0.2,0,1,1000,2000,extinct,5527,0,0,1774,97,97,0.250000,0.000000,-0.250000,58958.533744,1903,c09778cab3fcb39c
314,economy,44,0.25,6,0.2,0,1,1000,2000,extinct,9669,0,0,1705,99,99,0.250000,0.000000,-0.250000,58532.342561,1901,9a4353f39de051f6
315,economy,42,0.25,6,0.2,2,1,1000,2000,extinct,10464,0,0,1769,697,153,0.250000,0.000000,-0.250000,60013.128293,1969,42caabb5654432c6
316,economy,43,0.25,6,0.2,2,1,1000,2000,extinct,7313,0,0,1788,661,136,0.250000,0.000000,-0.250000,61509.978836,2005,1dd6e749d9fbe72f
317,economy,44,0.25,6,0.2,2,1,1000,2000,extinct,9592,0,0,1709,686,153,0.250000,0.000000,-0.250000,60386.127764,1980,142eef163eafab94
318,economy,42,0.25,6,0.2,10,1,1000,2000,sustained,0,594,59,1788,828,270,0.250000,0.266307,0.016307,128617.906051,4505,89e49ac82ce6732d
319,economy,43,0.25,6,0.2,10,1,1000,2000,sustained,0,367,52,1811,764,257,0.250000,0.269402,0.019402,131438.070621,4569,d83cfb5d2cade53f
320,economy,44,0.25,6,0.2,10,1,1000,2000,sustained,0,386,29,1749,1078,236,0.250000,0.276846,0.026846,121204.617882,4255,4521977c8e96659c
321,economy,42,0.25,6,0.2,50,1,1000,2000,sustained,0,899,681,1980,506,440,0.250000,0.248002,-0.001998,414692.066131,18160,613b8f19c1f597f8
322,economy,43,0.25,6,0.2,50,1,1000,2000,sustained,0,900,644,2088,506,461,0.250000,0.251282,0.001282,414969.597672,18160,6f90f32a04d07c7f
323,economy,44,0.25,6,0.2,50,1,1000,2000,sustained,0,815,676,1986,464,431,0.250000,0.250237,0.000237,415190.468543,18202,865c294dc4659617
324,economy,42,0.5,1.5,0.05,0,1,1000,2000,extinct,7620,0,0,1630,86,86,0.500000,0.000000,-0.500000,48297.017286,1914,fa7b9afbd648e56f
325,economy,43,0.5,1.5,0.05,0,1,1000,2000,extinct,6291,0,0,1641,90,90,0.500000,0.000000,-0.500000,48139.387944,1910,43e62b466a08eaff
326,economy,44,0.5,1.5,0.05,0,1,1000,2000,extinct,5529,0,0,1596,131,131,0.500000,0.000000,-0.500000,47121.877539,1869,f026c4483dc8ebde
327,economy,42,0.5,1.5,0.05,2,1,1000,2000,extinct,6977,0,0,1633,722,167,0.500000,0.000000,-0.500000,48774.612891,1944,26ab7fb4d07ef20f
328,economy,43,0.5,1.5,0.05,2,1,1000,2000,extinct,6692,0,0,1649,667,140,0.500000,0.000000,-0.500000,50062.277815,1999,6a78fc7e8b4cbfe3
329,economy,44,0.5,1.5,0.05,2,1,1000,2000,extinct,8069,0,0,1597,712,166,0.500000,0.000000,-0.500000,49012.419224,1954,d7fdd96fb0d3b784
330,economy,42,0.5,1.5,0.05,10,1,1000,2000,sustained,0,385,16,1646,1632,263,0.500000,0.519426,0.019426,90597.222629,3701,9c49267ac2d59678
331,economy,43,0.5,1.5,0.05,10,1,1000,2000,extinct,12210,0,0,1643,2000,255,0.500000,0.000000,-0.500000,55989.168339,2297,4ed3bff13fc72c0f
332,economy,44,0.5,1.5,0.05,10,1,1000,2000,sustained,0,180,13,1608,2000,299,0.500000,0.530356,0.030356,74733.097231,3046,c8190cd7346a346f
333,economy,42,0.5,1.5,0.05,50,1,1000,2000,sustained,0,797,662,1722,575,447,0.500000,0.500753,0.000753,375035.448240,18091,8239bf1dc3747f82
334,economy,43,0.5,1.5,0.05,50,1,1000,2000,sustained,0,727,644,1724,557,496,0.500000,0.500577,0.000577,372925.690907,18109,414bb34a210bec70
335,economy,44,0.5,1.5,0.05,50,1,1000,2000,sustained,0,716,656,1674,633,548,0.500000,0.499907,-0.000093,374528.746308,18033,23c2b5757cfc2266
336,economy,42,0.5,1.5,0.1,0,1,1000,2000,extinct,6152,0,0,1634,123,123,0.500000,0.000000,-0.500000,45128.650154,1877,d1b0fbae0afff213
337,economy,43,0.5,1.5,0.1,0,1,1000,2000,extinct,7789,0,0,1629,103,103,0.500000,0.000000,-0.500000,45664.426441,1897,fbabc1fdd8941e92
